id,transaction_id,timestamp,amount,merchant_category,location,fraud_probability,prediction,risk_level,processing_time_ms,model_used
137,a0ba79e0-0a78-4f5a-b1c8-75e2ac7617ee,2026-03-12T04:04:31.496989,253.13,pharmacy,Sydney/Australia,0.08,0,LOW,102.15,AutoML
138,428b3c6c-1ae7-40ef-be60-a1c47853d83b,2026-03-12T04:04:33.602788,27.07,grocery,Berlin/Germany,0.03,0,LOW,92.32,AutoML
139,624e6f66-d26d-4ee6-875a-0d11d656d574,2026-03-12T04:04:35.696881,225.01,gas,Sydney/Australia,0.09,0,LOW,85.71,AutoML
140,e8cb62c7-e6c8-4094-817c-b5fa3e7b7d1a,2026-03-12T04:04:37.786355,59.34,gas,Toronto/Canada,0.03,0,LOW,105.17,AutoML
141,4a3612f3-d4fa-4058-a451-a7232a28a18e,2026-03-12T04:04:39.895998,83.0,electronics,Toronto/Canada,0.05,0,LOW,99.69,AutoML
142,f3ced517-9a8f-4451-9a25-bd1694d02bfa,2026-03-12T04:04:41.998607,197.4,pharmacy,Berlin/Germany,0.08,0,LOW,95.5,AutoML
143,4dc29a45-3869-4851-8083-9a50b8779b5a,2026-03-12T04:04:44.097857,289.31,pharmacy,Berlin/Germany,0.14,0,LOW,97.78,AutoML
144,9580f563-4b85-454d-8dcf-9fb7a85cfe09,2026-03-12T04:04:46.199337,225.18,online,Berlin/Germany,0.13,0,LOW,91.82,AutoML
145,fd0b70e4-570b-48ee-af0c-a5ecdbb083c5,2026-03-12T04:04:48.294906,124.21,travel,London/UK,0.06,0,LOW,96.39,AutoML
146,d601bcc0-1efb-4300-a469-6a7363e24435,2026-03-12T04:04:50.395648,139.28,online,Sydney/Australia,0.03,0,LOW,98.47,AutoML
147,a3c96bf1-3e6e-417e-92e3-b7451a085605,2026-03-12T04:04:52.497939,139.29,online,Toronto/Canada,0.05,0,LOW,112.1,AutoML
148,06a372aa-8ef8-4e92-a1f1-a42c92441dd6,2026-03-12T04:04:54.613893,84.2,pharmacy,London/UK,0.05,0,LOW,120.95,AutoML
149,b5da062e-a6a1-4550-ba9a-fc662a03e5fc,2026-03-12T04:04:56.738373,49.2,restaurant,London/UK,0.04,0,LOW,72.83,AutoML
150,a05adf8b-eb75-4950-8f02-bc24d2854f47,2026-03-12T04:04:58.814300,7963.72,luxury,Multiple/Locations,0.79,1,HIGH,85.87,AutoML
151,27c345f3-0083-44f1-8baa-134cddc13ce5,2026-03-12T04:05:00.904473,97.94,gas,London/UK,0.03,0,LOW,102.81,AutoML
152,d50818b4-8333-4e23-aeee-ad10d94e8df1,2026-03-12T04:05:03.009691,126.65,online,London/UK,0.05,0,LOW,94.1,AutoML
153,0f4a2c54-b627-4b9c-90b8-79f2fd9c0759,2026-03-12T04:05:05.107814,259.92,restaurant,Sydney/Australia,0.12,0,LOW,104.25,AutoML
154,13cfaba2-ece5-4b2c-a302-aabb273f4a16,2026-03-12T04:05:07.215620,206.03,electronics,Sydney/Australia,0.06,0,LOW,97.62,AutoML
155,4fcd7c17-28bf-4cf6-b5e1-930a9b0299dc,2026-03-12T04:05:09.316920,137.76,electronics,Sydney/Australia,0.05,0,LOW,78.04,AutoML
156,b26d7042-afd2-4b91-869d-f55828ab629c,2026-03-12T04:05:11.398907,204.24,travel,London/UK,0.09,0,LOW,106.9,AutoML
157,ddb256f9-2f3b-4ce1-9d4a-9701e7e3508c,2026-03-12T04:05:13.509696,188.5,pharmacy,Berlin/Germany,0.09,0,LOW,104.08,AutoML
158,dca7b3b1-4822-4b66-90fd-8787021c49e5,2026-03-12T04:05:15.615732,150.71,luxury,New York/USA,0.03,0,LOW,100.32,AutoML
159,c78e57ac-52f0-4090-bdf3-b5c42decff91,2026-03-12T04:05:17.720162,269.02,electronics,Sydney/Australia,0.11,0,LOW,91.94,AutoML
160,05f74d89-ca02-4227-a959-fd7adcadc9f6,2026-03-12T04:05:19.814627,229.17,restaurant,New York/USA,0.09,0,LOW,103.25,AutoML
161,61b40088-adb5-412c-877e-a04ed0c1aae4,2026-03-12T04:05:21.921392,186.6,electronics,New York/USA,0.09,0,LOW,91.23,AutoML
162,bd2811d2-413e-483b-87d1-67926d10e348,2026-03-12T04:05:24.015351,177.23,grocery,Sydney/Australia,0.04,0,LOW,84.59,AutoML
163,7af678f2-60d9-4d46-a6d7-2bdcb04ddbc3,2026-03-12T04:05:26.103675,199.09,electronics,New York/USA,0.15,0,LOW,88.18,AutoML
164,25eafc0c-2389-4a32-89ff-f0f92c161970,2026-03-12T04:05:28.195631,66.94,grocery,Toronto/Canada,0.09,0,LOW,94.88,AutoML
165,1173d2bc-758f-4746-a473-e6cb27cc119a,2026-03-12T04:05:30.292667,71.96,pharmacy,Berlin/Germany,0.02,0,LOW,103.58,AutoML
166,5af25346-0387-4e2b-826e-1c8841bc8f05,2026-03-12T04:05:32.400742,135.99,travel,Berlin/Germany,0.07,0,LOW,106.31,AutoML
167,35969b5c-dd41-40e0-b60d-52da05b71952,2026-03-12T04:05:34.510057,274.23,travel,Berlin/Germany,0.12,0,LOW,87.54,AutoML
168,754e30bb-9203-4069-b501-dc165bb22249,2026-03-12T04:05:36.601441,224.56,electronics,Toronto/Canada,0.02,0,LOW,96.62,AutoML
169,565b5de5-f9fe-4feb-9b15-371760a8d161,2026-03-12T04:05:38.702007,163.46,travel,Sydney/Australia,0.1,0,LOW,99.47,AutoML
170,725bba9f-7a39-49b9-a4a0-e516ce926542,2026-03-12T04:05:40.805534,82.47,pharmacy,Berlin/Germany,0.02,0,LOW,102.8,AutoML
171,1fa6266b-138d-46d3-88fd-66f397f58417,2026-03-12T04:05:42.911186,140.14,pharmacy,Sydney/Australia,0.06,0,LOW,100.66,AutoML
172,d9731780-89c6-4d80-9842-462110fbc354,2026-03-12T04:05:45.015771,7.75,online,London/UK,0.04,0,LOW,98.61,AutoML
173,8928b85c-0507-4055-a1c7-958fdf5775fd,2026-03-12T04:05:47.118267,88.46,pharmacy,London/UK,0.07,0,LOW,97.5,AutoML
174,bb51d930-b034-400b-b667-073022536bff,2026-03-12T04:05:49.217767,203.06,gas,Berlin/Germany,0.02,0,LOW,108.73,AutoML
